16
0	1	47
0	2	28
1	2	20
0	3	8
1	3	0
2	3	8
0	4	44
1	4	25
2	4	2
3	4	12
0	5	45
1	5	19
2	5	16
3	5	19
4	5	45
0	6	47
1	6	20
2	6	19
3	6	43
4	6	36
5	6	31
0	7	12
1	7	32
2	7	11
3	7	13
4	7	24
5	7	4
6	7	34
0	8	22
1	8	22
2	8	15
3	8	8
4	8	40
5	8	5
6	8	7
7	8	13
0	9	40
1	9	31
2	9	50
3	9	38
4	9	25
5	9	38
6	9	30
7	9	30
8	9	11
0	10	29
1	10	12
2	10	0
3	10	43
4	10	14
5	10	36
6	10	12
7	10	39
8	10	50
9	10	29
0	11	23
1	11	21
2	11	21
3	11	0
4	11	43
5	11	12
6	11	31
7	11	25
8	11	1
9	11	14
10	11	21
0	12	1
1	12	30
2	12	14
3	12	12
4	12	49
5	12	32
6	12	2
7	12	39
8	12	21
9	12	47
10	12	4
11	12	13
0	13	36
1	13	15
2	13	34
3	13	29
4	13	36
5	13	49
6	13	45
7	13	50
8	13	34
9	13	26
10	13	16
11	13	24
12	13	35
0	14	18
1	14	28
2	14	43
3	14	5
4	14	43
5	14	15
6	14	34
7	14	11
8	14	23
9	14	3
10	14	44
11	14	50
12	14	12
13	14	7
0	15	17
1	15	45
2	15	39
3	15	27
4	15	47
5	15	39
6	15	29
7	15	5
8	15	2
9	15	5
10	15	18
11	15	44
12	15	26
13	15	13
14	15	27
