20
0	1	33
0	2	34
1	2	48
0	3	49
1	3	0
2	3	49
0	4	39
1	4	49
2	4	33
3	4	43
0	5	3
1	5	43
2	5	2
3	5	27
4	5	50
0	6	42
1	6	0
2	6	18
3	6	24
4	6	41
5	6	39
0	7	41
1	7	26
2	7	24
3	7	35
4	7	28
5	7	20
6	7	25
0	8	47
1	8	49
2	8	46
3	8	47
4	8	47
5	8	11
6	8	36
7	8	23
0	9	4
1	9	29
2	9	27
3	9	44
4	9	9
5	9	2
6	9	35
7	9	45
8	9	41
0	10	32
1	10	14
2	10	49
3	10	42
4	10	14
5	10	46
6	10	47
7	10	2
8	10	23
9	10	9
0	11	17
1	11	24
2	11	28
3	11	7
4	11	2
5	11	44
6	11	19
7	11	27
8	11	18
9	11	31
10	11	30
0	12	48
1	12	17
2	12	13
3	12	27
4	12	28
5	12	40
6	12	7
7	12	39
8	12	20
9	12	2
10	12	23
11	12	2
0	13	10
1	13	4
2	13	46
3	13	24
4	13	42
5	13	29
6	13	15
7	13	5
8	13	30
9	13	37
10	13	18
11	13	30
12	13	21
0	14	14
1	14	37
2	14	4
3	14	15
4	14	40
5	14	35
6	14	26
7	14	23
8	14	30
9	14	10
10	14	16
11	14	40
12	14	48
13	14	33
0	15	31
1	15	30
2	15	6
3	15	19
4	15	49
5	15	9
6	15	22
7	15	11
8	15	4
9	15	16
10	15	40
11	15	6
12	15	46
13	15	44
14	15	44
0	16	48
1	16	26
2	16	27
3	16	37
4	16	6
5	16	44
6	16	0
7	16	9
8	16	39
9	16	50
10	16	1
11	16	18
12	16	19
13	16	37
14	16	28
15	16	20
0	17	46
1	17	41
2	17	0
3	17	26
4	17	27
5	17	41
6	17	38
7	17	21
8	17	19
9	17	40
10	17	31
11	17	37
12	17	11
13	17	45
14	17	10
15	17	23
16	17	12
0	18	14
1	18	45
2	18	30
3	18	48
4	18	2
5	18	29
6	18	34
7	18	21
8	18	44
9	18	44
10	18	29
11	18	43
12	18	15
13	18	15
14	18	33
15	18	44
16	18	41
17	18	42
0	19	35
1	19	38
2	19	43
3	19	25
4	19	42
5	19	26
6	19	9
7	19	35
8	19	45
9	19	26
10	19	26
11	19	8
12	19	25
13	19	17
14	19	33
15	19	43
16	19	11
17	19	8
18	19	41
