19
0	1	3
0	2	43
1	2	0
0	3	4
1	3	21
2	3	26
0	4	44
1	4	6
2	4	47
3	4	34
0	5	28
1	5	21
2	5	32
3	5	45
4	5	31
0	6	26
1	6	11
2	6	3
3	6	3
4	6	11
5	6	38
0	7	1
1	7	7
2	7	48
3	7	2
4	7	2
5	7	14
6	7	15
0	8	40
1	8	42
2	8	37
3	8	29
4	8	23
5	8	3
6	8	45
7	8	13
0	9	40
1	9	35
2	9	36
3	9	15
4	9	26
5	9	47
6	9	0
7	9	47
8	9	38
0	10	11
1	10	7
2	10	24
3	10	19
4	10	14
5	10	14
6	10	47
7	10	46
8	10	35
9	10	4
0	11	22
1	11	38
2	11	10
3	11	9
4	11	29
5	11	6
6	11	46
7	11	0
8	11	39
9	11	18
10	11	1
0	12	32
1	12	29
2	12	13
3	12	36
4	12	24
5	12	0
6	12	16
7	12	45
8	12	45
9	12	27
10	12	19
11	12	4
0	13	33
1	13	11
2	13	17
3	13	25
4	13	0
5	13	2
6	13	45
7	13	39
8	13	7
9	13	5
10	13	0
11	13	45
12	13	7
0	14	21
1	14	10
2	14	35
3	14	17
4	14	15
5	14	15
6	14	9
7	14	36
8	14	26
9	14	45
10	14	35
11	14	46
12	14	26
13	14	16
0	15	19
1	15	42
2	15	24
3	15	1
4	15	22
5	15	8
6	15	37
7	15	6
8	15	4
9	15	2
10	15	31
11	15	29
12	15	34
13	15	4
14	15	9
0	16	46
1	16	23
2	16	38
3	16	10
4	16	38
5	16	27
6	16	46
7	16	6
8	16	22
9	16	16
10	16	40
11	16	44
12	16	11
13	16	27
14	16	1
15	16	25
0	17	1
1	17	27
2	17	27
3	17	49
4	17	37
5	17	34
6	17	24
7	17	3
8	17	36
9	17	2
10	17	37
11	17	40
12	17	23
13	17	4
14	17	15
15	17	7
16	17	42
0	18	35
1	18	11
2	18	5
3	18	33
4	18	33
5	18	5
6	18	8
7	18	20
8	18	43
9	18	39
10	18	16
11	18	39
12	18	14
13	18	43
14	18	3
15	18	20
16	18	3
17	18	28
