17
0	1	15
0	2	49
1	2	6
0	3	28
1	3	9
2	3	44
0	4	2
1	4	38
2	4	26
3	4	47
0	5	4
1	5	46
2	5	27
3	5	21
4	5	3
0	6	28
1	6	36
2	6	38
3	6	18
4	6	19
5	6	11
0	7	36
1	7	29
2	7	24
3	7	17
4	7	25
5	7	16
6	7	22
0	8	21
1	8	38
2	8	8
3	8	34
4	8	6
5	8	40
6	8	0
7	8	0
0	9	4
1	9	38
2	9	23
3	9	20
4	9	21
5	9	17
6	9	40
7	9	22
8	9	25
0	10	19
1	10	41
2	10	24
3	10	47
4	10	10
5	10	22
6	10	9
7	10	7
8	10	2
9	10	38
0	11	18
1	11	32
2	11	7
3	11	45
4	11	6
5	11	4
6	11	26
7	11	7
8	11	26
9	11	47
10	11	10
0	12	16
1	12	20
2	12	2
3	12	4
4	12	41
5	12	26
6	12	20
7	12	41
8	12	32
9	12	32
10	12	30
11	12	12
0	13	19
1	13	10
2	13	5
3	13	43
4	13	31
5	13	11
6	13	43
7	13	24
8	13	16
9	13	41
10	13	43
11	13	31
12	13	48
0	14	49
1	14	25
2	14	13
3	14	22
4	14	28
5	14	31
6	14	24
7	14	35
8	14	41
9	14	21
10	14	37
11	14	45
12	14	44
13	14	13
0	15	3
1	15	28
2	15	42
3	15	40
4	15	35
5	15	1
6	15	9
7	15	23
8	15	30
9	15	39
10	15	41
11	15	2
12	15	3
13	15	8
14	15	18
0	16	45
1	16	7
2	16	49
3	16	47
4	16	43
5	16	7
6	16	19
7	16	17
8	16	43
9	16	20
10	16	14
11	16	46
12	16	32
13	16	40
14	16	46
15	16	30
