15
0	1	42
0	2	11
1	2	20
0	3	12
1	3	3
2	3	8
0	4	6
1	4	12
2	4	47
3	4	27
0	5	23
1	5	38
2	5	25
3	5	31
4	5	12
0	6	29
1	6	39
2	6	47
3	6	46
4	6	47
5	6	42
0	7	3
1	7	50
2	7	9
3	7	20
4	7	26
5	7	5
6	7	48
0	8	39
1	8	15
2	8	15
3	8	33
4	8	44
5	8	9
6	8	0
7	8	28
0	9	48
1	9	20
2	9	33
3	9	12
4	9	48
5	9	48
6	9	14
7	9	20
8	9	11
0	10	21
1	10	16
2	10	45
3	10	11
4	10	4
5	10	42
6	10	13
7	10	13
8	10	34
9	10	29
0	11	29
1	11	41
2	11	7
3	11	32
4	11	37
5	11	24
6	11	3
7	11	13
8	11	18
9	11	50
10	11	20
0	12	9
1	12	50
2	12	48
3	12	8
4	12	27
5	12	40
6	12	26
7	12	39
8	12	36
9	12	45
10	12	45
11	12	19
0	13	30
1	13	40
2	13	20
3	13	36
4	13	5
5	13	50
6	13	49
7	13	50
8	13	25
9	13	2
10	13	25
11	13	50
12	13	4
0	14	21
1	14	7
2	14	5
3	14	13
4	14	35
5	14	0
6	14	49
7	14	13
8	14	24
9	14	27
10	14	29
11	14	11
12	14	42
13	14	7
