13
0	1	45
0	2	9
1	2	13
0	3	45
1	3	21
2	3	46
0	4	50
1	4	33
2	4	38
3	4	15
0	5	17
1	5	21
2	5	39
3	5	34
4	5	36
0	6	39
1	6	23
2	6	25
3	6	22
4	6	41
5	6	33
0	7	18
1	7	17
2	7	25
3	7	16
4	7	7
5	7	16
6	7	8
0	8	36
1	8	2
2	8	12
3	8	50
4	8	7
5	8	11
6	8	3
7	8	30
0	9	36
1	9	9
2	9	20
3	9	22
4	9	36
5	9	40
6	9	0
7	9	10
8	9	30
0	10	13
1	10	6
2	10	23
3	10	10
4	10	50
5	10	19
6	10	41
7	10	22
8	10	20
9	10	38
0	11	40
1	11	5
2	11	11
3	11	18
4	11	39
5	11	7
6	11	31
7	11	10
8	11	22
9	11	42
10	11	46
0	12	45
1	12	6
2	12	32
3	12	49
4	12	6
5	12	28
6	12	46
7	12	2
8	12	50
9	12	42
10	12	17
11	12	48
